Order ID,State/Province,Shipping Status,Date,City,Country/Region,Ship Mode,Days to Ship Scheduled
US-2022-159009,Washington,Shipped,9/27/2022,Seattle,United States,Standard Class,12
US-2022-113096,California,Ordered,9/2/2022,San Francisco,United States,First Class,1
US-2023-133235,North Carolina,Shipped,8/4/2023,Charlotte,United States,First Class,1
CA-2023-126634,British Columbia,Shipped,12/22/2023,Vancouver,Canada,Second Class,3
US-2020-113859,Texas,Shipped,9/17/2020,Odessa,United States,Standard Class,6
US-2021-128013,New York,Shipped,8/16/2021,New York City,United States,Standard Class,12
US-2023-152485,Texas,Ordered,9/4/2023,Coppell,United States,Standard Class,18
US-2023-128965,California,Shipped,4/22/2023,Los Angeles,United States,Standard Class,36
US-2021-159513,California,Shipped,4/9/2021,Los Angeles,United States,Standard Class,6
US-2020-122336,Pennsylvania,Shipped,4/17/2020,Philadelphia,United States,Second Class,12
US-2021-144652,California,Ordered,11/20/2021,Los Angeles,United States,Standard Class,6
US-2020-143231,Massachusetts,Ordered,12/31/2020,Franklin,United States,First Class,2
US-2023-116645,Delaware,Shipped,12/4/2023,Newark,United States,Standard Class,6
US-2020-146864,New York,Shipped,12/26/2020,New York City,United States,Standard Class,6
US-2023-108000,California,Ordered,1/12/2023,San Francisco,United States,Standard Class,6
US-2022-137939,New York,Ordered,7/20/2022,Long Beach,United States,Second Class,3
US-2021-121776,California,Ordered,2/16/2021,Los Angeles,United States,Standard Class,12
US-2022-165484,Illinois,Ordered,10/23/2022,Chicago,United States,Standard Class,12
US-2023-103814,Illinois,Ordered,12/9/2023,Park Ridge,United States,Standard Class,6
US-2023-108245,Texas,Shipped,9/27/2023,Pearland,United States,Standard Class,12
US-2021-124800,Arizona,Ordered,9/26/2021,Mesa,United States,Standard Class,42
US-2023-154718,Texas,Ordered,1/19/2023,Keller,United States,Second Class,3
US-2020-133809,Ohio,Ordered,11/18/2020,Fairfield,United States,Second Class,6
US-2023-107552,New York,Ordered,5/5/2023,New York City,United States,Same Day,0
US-2021-115511,Nevada,Ordered,11/21/2021,Las Vegas,United States,Standard Class,12
US-2021-130456,California,Ordered,8/21/2021,San Francisco,United States,Standard Class,12
US-2022-107615,Nevada,Shipped,3/25/2022,North Las Vegas,United States,First Class,1
US-2020-117744,Texas,Ordered,12/2/2020,Corpus Christi,United States,Standard Class,18
US-2023-153633,Florida,Ordered,11/13/2023,Jupiter,United States,Second Class,3
US-2022-100202,California,Ordered,12/31/2022,Anaheim,United States,Standard Class,6
US-2023-153633,Florida,Shipped,11/18/2023,Jupiter,United States,Second Class,3
US-2021-121097,Texas,Shipped,1/8/2021,Baytown,United States,Standard Class,6
US-2021-130995,New York,Ordered,11/1/2021,New York City,United States,Standard Class,6
US-2022-152408,New York,Ordered,5/15/2022,New York City,United States,Standard Class,6
US-2023-162691,Texas,Shipped,8/7/2023,Austin,United States,Standard Class,12
US-2023-100650,California,Ordered,6/29/2023,Anaheim,United States,Second Class,3
US-2020-142587,Ohio,Shipped,10/22/2020,Fairfield,United States,First Class,2
US-2022-121013,Virginia,Shipped,9/10/2022,Chesapeake,United States,Standard Class,12
US-2020-129609,Indiana,Ordered,3/22/2020,Portage,United States,Same Day,0
US-2021-153738,Massachusetts,Ordered,9/20/2021,Lawrence,United States,First Class,1
US-2022-146857,Missouri,Shipped,5/8/2022,Springfield,United States,Second Class,3
US-2021-134782,Arkansas,Shipped,12/31/2021,Fayetteville,United States,Standard Class,6
US-2023-120404,New York,Ordered,11/20/2023,New York City,United States,Second Class,9
US-2023-112725,California,Ordered,1/30/2023,San Francisco,United States,Standard Class,18
US-2023-152912,Maryland,Ordered,11/9/2023,Columbia,United States,Second Class,12
US-2022-164672,Delaware,Shipped,5/13/2022,Dover,United States,Second Class,3
US-2021-146675,Illinois,Ordered,4/16/2021,Evanston,United States,Standard Class,12
US-2023-160801,Pennsylvania,Shipped,9/19/2023,Philadelphia,United States,Same Day,0
US-2022-142335,Michigan,Shipped,12/19/2022,Detroit,United States,Standard Class,12
US-2022-155138,North Carolina,Ordered,9/8/2022,Monroe,United States,Standard Class,12
US-2023-140480,Delaware,Shipped,7/12/2023,Newark,United States,Standard Class,30
US-2023-149489,Pennsylvania,Ordered,4/24/2023,Philadelphia,United States,First Class,3
US-2021-148964,Washington,Ordered,5/26/2021,Bellevue,United States,Standard Class,6
US-2022-150147,Pennsylvania,Ordered,4/25/2022,Philadelphia,United States,Second Class,9
US-2022-128909,Pennsylvania,Shipped,10/11/2022,Philadelphia,United States,Second Class,6
US-2020-101602,Texas,Ordered,12/15/2020,El Paso,United States,First Class,2
US-2023-101574,California,Ordered,9/28/2023,Los Angeles,United States,Standard Class,6
US-2022-130799,California,Shipped,11/16/2022,San Francisco,United States,Second Class,3
US-2021-158918,California,Shipped,12/25/2021,Los Angeles,United States,Second Class,3
US-2021-154144,New York,Ordered,12/20/2021,Lindenhurst,United States,Standard Class,6
US-2020-167997,South Dakota,Ordered,1/26/2020,Rapid City,United States,First Class,2
US-2021-100454,New York,Shipped,11/25/2021,New York City,United States,Standard Class,18
US-2022-134208,Georgia,Shipped,9/23/2022,Columbus,United States,Standard Class,6
US-2023-116225,New York,Shipped,11/9/2023,New York City,United States,Standard Class,6
US-2022-126543,Ohio,Ordered,1/9/2022,Toledo,United States,Second Class,3
US-2023-116897,Idaho,Shipped,5/29/2023,Pocatello,United States,First Class,3
US-2023-156664,Ohio,Shipped,12/23/2023,Columbus,United States,Standard Class,24
US-2023-121909,Pennsylvania,Ordered,7/31/2023,Philadelphia,United States,Standard Class,6
US-2023-164000,Pennsylvania,Shipped,12/22/2023,Philadelphia,United States,Standard Class,6
US-2021-141684,New York,Ordered,6/29/2021,New York City,United States,Standard Class,6
US-2022-117919,Texas,Shipped,8/29/2022,Houston,United States,Second Class,6
US-2023-119424,Washington,Ordered,6/12/2023,Kent,United States,Second Class,6
US-2020-124856,New York,Shipped,10/3/2020,New York City,United States,Second Class,12
US-2022-138520,New York,Ordered,4/8/2022,New York City,United States,Standard Class,24
US-2022-164350,Tennessee,Ordered,9/10/2022,Bristol,United States,Second Class,3
US-2023-147550,Pennsylvania,Shipped,12/5/2023,Philadelphia,United States,First Class,1
US-2023-167661,California,Shipped,10/10/2023,San Francisco,United States,Standard Class,18
CA-2022-108735,British Columbia,Ordered,4/17/2022,Vancouver,Canada,Standard Class,6
US-2023-100111,New York,Shipped,9/26/2023,New York City,United States,Standard Class,84
US-2021-147662,Ohio,Shipped,2/19/2021,Akron,United States,Standard Class,30
US-2020-119151,New York,Ordered,11/25/2020,New York City,United States,Second Class,6
US-2020-111962,Washington,Shipped,10/4/2020,Seattle,United States,Standard Class,12
US-2020-112795,Michigan,Ordered,8/23/2020,Grand Rapids,United States,Second Class,3
US-2022-154788,New York,Ordered,4/30/2022,New York City,United States,Standard Class,6
US-2022-124667,New York,Ordered,11/11/2022,New York City,United States,Standard Class,12
US-2021-102806,Pennsylvania,Shipped,5/28/2021,Philadelphia,United States,Standard Class,6
US-2020-157784,Mississippi,Ordered,7/5/2020,Jackson,United States,First Class,3
US-2020-127488,Florida,Shipped,9/24/2020,Boca Raton,United States,Second Class,3
US-2022-168844,New York,Ordered,5/31/2022,New York City,United States,Standard Class,12
US-2022-155180,New York,Ordered,1/22/2022,New York City,United States,Standard Class,6
US-2020-120740,California,Shipped,4/15/2020,Los Angeles,United States,Same Day,0
US-2023-111759,Washington,Ordered,7/8/2023,Seattle,United States,Standard Class,6
US-2022-114489,Wisconsin,Shipped,12/9/2022,Franklin,United States,Standard Class,24
US-2022-116911,Idaho,Shipped,9/20/2022,Twin Falls,United States,Standard Class,12
US-2022-158099,Pennsylvania,Shipped,9/5/2022,Philadelphia,United States,First Class,2
US-2020-104563,Washington,Shipped,3/12/2020,Seattle,United States,Standard Class,24
US-2020-143721,Texas,Shipped,11/26/2020,Houston,United States,Second Class,3
US-2023-132353,Illinois,Ordered,9/15/2023,Chicago,United States,First Class,1
US-2023-144750,Arizona,Shipped,8/21/2023,Chandler,United States,Same Day,0
US-2021-119291,Pennsylvania,Ordered,5/14/2021,Chester,United States,First Class,7
US-2020-147298,California,Shipped,5/3/2020,Los Angeles,United States,Standard Class,12
US-2020-107818,Washington,Shipped,9/14/2020,Pasco,United States,Standard Class,24
US-2023-163692,Arizona,Ordered,9/7/2023,Phoenix,United States,First Class,1
US-2023-147361,South Carolina,Ordered,9/9/2023,Florence,United States,Standard Class,12
US-2020-168473,New York,Shipped,1/1/2021,New York City,United States,Standard Class,6
US-2020-153808,California,Shipped,4/10/2020,Los Angeles,United States,Second Class,9
US-2022-117660,Ohio,Shipped,1/4/2023,Columbus,United States,Standard Class,12
US-2023-141558,Pennsylvania,Ordered,3/11/2023,Philadelphia,United States,Standard Class,24
CA-2022-112109,Manitoba,Shipped,7/12/2022,Winnipeg,Canada,Standard Class,24
US-2023-121398,California,Ordered,12/25/2023,Los Angeles,United States,Standard Class,12
US-2022-103107,Washington,Shipped,7/4/2022,Seattle,United States,Same Day,0
US-2023-149720,Texas,Shipped,6/7/2023,Frisco,United States,Second Class,3
US-2020-109456,California,Ordered,10/16/2020,San Francisco,United States,Same Day,0
CA-2023-126438,Quebec,Ordered,9/10/2023,Montreal,Canada,First Class,1
US-2020-169033,New York,Ordered,3/30/2020,Long Beach,United States,Standard Class,6
US-2021-164966,Minnesota,Ordered,7/30/2021,Lakeville,United States,First Class,1
US-2022-108735,California,Shipped,4/21/2022,Lakewood,United States,Standard Class,6
US-2022-127369,Massachusetts,Ordered,6/6/2022,Lowell,United States,First Class,1
US-2023-112473,Texas,Ordered,5/25/2023,Houston,United States,Standard Class,6
US-2020-125514,Nebraska,Shipped,9/22/2020,Omaha,United States,First Class,3
US-2023-106068,Texas,Shipped,10/28/2023,Austin,United States,Standard Class,24
US-2021-157084,California,Shipped,12/24/2021,Los Angeles,United States,Standard Class,12
US-2022-128706,Texas,Ordered,2/27/2022,Houston,United States,Standard Class,6
US-2020-156244,Florida,Ordered,8/12/2020,Miami,United States,Standard Class,36
US-2021-163895,Idaho,Shipped,8/11/2021,Boise,United States,Standard Class,6
US-2021-135391,Texas,Ordered,2/9/2021,San Antonio,United States,Second Class,6
US-2023-113705,Virginia,Shipped,3/29/2023,Richmond,United States,Second Class,18
US-2021-137225,New York,Shipped,12/19/2021,New York City,United States,Standard Class,6
US-2021-126739,New York,Shipped,11/3/2021,New York City,United States,Second Class,3
US-2022-118913,California,Shipped,6/29/2022,Los Angeles,United States,Standard Class,6
US-2021-149097,California,Shipped,10/24/2021,Los Angeles,United States,Standard Class,12
US-2022-108637,Virginia,Shipped,3/18/2022,Waynesboro,United States,Standard Class,18
US-2022-150343,California,Ordered,8/16/2022,San Francisco,United States,Standard Class,6
US-2021-143700,Pennsylvania,Shipped,7/26/2021,Philadelphia,United States,Same Day,0
CA-2022-133541,Nova Scotia,Ordered,12/2/2022,Halifax,Canada,Standard Class,6
US-2020-110219,Texas,Ordered,5/5/2020,San Antonio,United States,First Class,1
US-2021-117611,California,Shipped,11/10/2021,San Diego,United States,Second Class,6
US-2020-101427,Pennsylvania,Ordered,12/26/2020,Philadelphia,United States,Standard Class,6
US-2023-137918,California,Ordered,9/29/2023,Lodi,United States,Standard Class,6
US-2021-110324,Michigan,Ordered,12/1/2021,Jackson,United States,Standard Class,18
US-2022-125164,New York,Shipped,11/14/2022,New York City,United States,Standard Class,12
US-2023-165323,New York,Ordered,6/17/2023,New York City,United States,Standard Class,12
US-2023-125451,Rhode Island,Shipped,10/24/2023,Cranston,United States,First Class,6
US-2020-140473,Illinois,Ordered,5/30/2020,Chicago,United States,Standard Class,6
US-2023-141663,Pennsylvania,Ordered,4/13/2023,Philadelphia,United States,Standard Class,6
US-2023-141446,Kentucky,Shipped,9/18/2023,Florence,United States,Second Class,3
US-2021-121783,Minnesota,Ordered,11/10/2021,Roseville,United States,Standard Class,30
US-2022-166282,Tennessee,Shipped,4/22/2022,Nashville,United States,Standard Class,12
US-2022-124681,Texas,Ordered,7/18/2022,Dallas,United States,Second Class,3
US-2023-144484,California,Shipped,9/11/2023,San Francisco,United States,Same Day,0
US-2023-132206,Illinois,Ordered,6/16/2023,Chicago,United States,Standard Class,6
US-2020-153150,Washington,Shipped,7/6/2020,Seattle,United States,Second Class,3
US-2023-122735,Rhode Island,Shipped,4/15/2023,Providence,United States,Second Class,6
US-2022-136021,California,Ordered,8/14/2022,Los Angeles,United States,Standard Class,12
US-2022-114888,California,Ordered,9/19/2022,San Francisco,United States,Second Class,6
US-2023-115882,North Carolina,Shipped,9/17/2023,Raleigh,United States,First Class,2
US-2022-111976,Pennsylvania,Shipped,3/12/2022,Philadelphia,United States,Standard Class,12
US-2023-153822,Arizona,Shipped,9/25/2023,Phoenix,United States,Standard Class,24
US-2022-143819,New York,Shipped,3/5/2022,Yonkers,United States,Standard Class,24
US-2021-143364,Arizona,Ordered,7/14/2021,Mesa,United States,Second Class,12
US-2020-147648,California,Ordered,11/26/2020,San Francisco,United States,Standard Class,6
US-2022-100419,Illinois,Shipped,12/20/2022,Chicago,United States,Second Class,3
US-2023-168858,New York,Shipped,11/23/2023,New York City,United States,Standard Class,12
US-2021-123092,North Carolina,Shipped,12/7/2021,Jacksonville,United States,Standard Class,24
US-2022-144540,Texas,Shipped,9/10/2022,Houston,United States,Standard Class,12
US-2023-155425,Arizona,Shipped,11/11/2023,Tucson,United States,First Class,5
US-2022-103982,Texas,Shipped,3/8/2022,Round Rock,United States,Standard Class,24
US-2022-122518,Florida,Ordered,3/4/2022,Miami,United States,Second Class,3
US-2023-154718,Texas,Shipped,1/23/2023,Keller,United States,Second Class,3
US-2021-129700,Illinois,Shipped,5/5/2021,Tinley Park,United States,First Class,1
US-2023-125752,Florida,Shipped,8/4/2023,Fort Lauderdale,United States,Standard Class,6
US-2021-156923,New Hampshire,Ordered,2/16/2021,Dover,United States,Standard Class,6
US-2022-136994,California,Shipped,6/2/2022,Los Angeles,United States,Standard Class,6
US-2023-107979,Arizona,Ordered,6/8/2023,Glendale,United States,Standard Class,18
US-2022-136924,Arizona,Ordered,7/14/2022,Tucson,United States,First Class,1
US-2022-108504,Georgia,Ordered,2/5/2022,Smyrna,United States,Same Day,0
US-2021-161711,New York,Ordered,11/28/2021,New York City,United States,Standard Class,12
US-2021-140375,Maryland,Shipped,10/5/2021,Rockville,United States,Second Class,6
US-2022-103674,California,Shipped,12/10/2022,Los Angeles,United States,Standard Class,42
US-2022-123050,New York,Shipped,4/8/2022,Troy,United States,Second Class,9
US-2023-100783,Texas,Shipped,9/8/2023,Garland,United States,Second Class,3
US-2023-130771,Texas,Shipped,8/3/2023,Austin,United States,Standard Class,12
US-2020-156587,Washington,Ordered,3/7/2020,Seattle,United States,First Class,3
US-2023-136308,California,Shipped,11/16/2023,San Francisco,United States,Same Day,0
US-2021-143490,California,Shipped,12/13/2021,San Diego,United States,Standard Class,12
US-2022-144344,Florida,Ordered,10/28/2022,Boynton Beach,United States,Same Day,0
US-2021-130253,California,Ordered,12/14/2021,Los Angeles,United States,Standard Class,6
US-2021-162166,California,Shipped,9/11/2021,Moreno Valley,United States,First Class,2
US-2022-130680,California,Ordered,6/24/2022,San Diego,United States,Standard Class,6
US-2022-156573,Tennessee,Shipped,6/2/2022,Nashville,United States,Standard Class,18
US-2023-141425,Ohio,Ordered,11/2/2023,Columbus,United States,Second Class,3
US-2021-148628,California,Shipped,12/11/2021,Thousand Oaks,United States,Standard Class,6
US-2021-159779,New Hampshire,Shipped,9/29/2021,Concord,United States,Standard Class,6
US-2023-121195,Texas,Shipped,12/27/2023,Dallas,United States,First Class,1
US-2022-168536,Mississippi,Shipped,12/24/2022,Jackson,United States,Standard Class,6
US-2020-117429,Pennsylvania,Ordered,10/7/2020,Philadelphia,United States,Standard Class,6
US-2021-131422,North Carolina,Shipped,11/9/2021,Monroe,United States,Standard Class,6
US-2021-113152,New York,Shipped,12/30/2021,New York City,United States,Standard Class,12
US-2023-166695,California,Shipped,5/24/2023,Lakewood,United States,Standard Class,18
US-2022-121755,California,Shipped,1/20/2022,Los Angeles,United States,Second Class,6
US-2022-111528,California,Ordered,12/30/2022,Los Angeles,United States,Same Day,0
US-2022-150077,Maryland,Ordered,2/4/2022,Rockville,United States,Standard Class,6
US-2023-101728,Illinois,Ordered,8/19/2023,Chicago,United States,Standard Class,6
US-2021-103772,Georgia,Shipped,7/2/2021,Smyrna,United States,Standard Class,12
US-2023-165841,New Jersey,Shipped,12/28/2023,Paterson,United States,Standard Class,18
US-2023-149699,California,Ordered,12/22/2023,Los Angeles,United States,First Class,1
US-2023-162474,Illinois,Shipped,3/16/2023,Aurora,United States,First Class,1
US-2022-166618,New York,Ordered,11/14/2022,New York City,United States,Standard Class,12
US-2020-103429,New York,Shipped,6/1/2020,New York City,United States,First Class,4
US-2020-164861,Missouri,Shipped,12/6/2020,Saint Louis,United States,Second Class,3
US-2023-101308,Washington,Shipped,10/7/2023,Seattle,United States,Standard Class,12
US-2023-168389,Florida,Ordered,12/11/2023,Jacksonville,United States,Standard Class,24
US-2023-164147,Ohio,Shipped,2/5/2023,Columbus,United States,First Class,3
US-2022-108882,California,Shipped,1/15/2022,Fresno,United States,Standard Class,12
US-2022-162852,Illinois,Shipped,12/31/2022,Woodstock,United States,Standard Class,6
CA-2023-139675,Alberta,Shipped,3/18/2023,Calgary,Canada,Second Class,6
US-2022-125724,Colorado,Shipped,9/27/2022,Broomfield,United States,Standard Class,6
US-2021-149678,New Mexico,Shipped,4/15/2021,Farmington,United States,Second Class,3
US-2022-148908,California,Ordered,11/5/2022,San Francisco,United States,First Class,1
US-2022-140046,California,Ordered,7/28/2022,Los Angeles,United States,Standard Class,6
US-2023-168116,North Carolina,Ordered,11/4/2023,Burlington,United States,Same Day,0
US-2023-151281,Washington,Shipped,5/2/2023,Seattle,United States,Standard Class,6
US-2023-168655,New Mexico,Ordered,10/12/2023,Albuquerque,United States,Standard Class,12
US-2022-123666,New York,Shipped,3/30/2022,New York City,United States,Standard Class,6
US-2023-104094,Wisconsin,Shipped,9/11/2023,Milwaukee,United States,Standard Class,6
US-2022-112585,California,Shipped,8/2/2022,San Francisco,United States,First Class,1
US-2023-112431,California,Ordered,10/12/2023,Los Angeles,United States,Second Class,6
US-2020-109918,California,Shipped,9/12/2020,Santa Clara,United States,Second Class,9
US-2023-152492,Florida,Shipped,7/6/2023,Miami,United States,Same Day,0
US-2022-128902,New Jersey,Ordered,3/11/2022,Vineland,United States,Standard Class,6
US-2023-119662,Illinois,Ordered,11/13/2023,Chicago,United States,First Class,1
US-2023-100601,California,Shipped,11/20/2023,Fresno,United States,Standard Class,6
US-2020-161305,Illinois,Shipped,6/12/2020,Chicago,United States,Standard Class,12
US-2020-104402,Delaware,Shipped,6/23/2020,Newark,United States,Standard Class,6
US-2022-161543,Washington,Ordered,5/10/2022,Seattle,United States,Standard Class,6
US-2022-113600,Ohio,Ordered,12/15/2022,Cuyahoga Falls,United States,Second Class,3
US-2022-100566,Illinois,Shipped,9/9/2022,Aurora,United States,Standard Class,6
US-2021-138009,Michigan,Ordered,11/29/2021,Dearborn,United States,Standard Class,24
US-2020-140795,Wisconsin,Shipped,2/3/2020,Green Bay,United States,First Class,1
US-2023-144456,Florida,Shipped,9/9/2023,Hialeah,United States,First Class,2
US-2021-166604,Georgia,Shipped,5/20/2021,Roswell,United States,Second Class,3
US-2020-163419,Colorado,Shipped,11/14/2020,Louisville,United States,Second Class,9
US-2022-169824,New York,Shipped,12/17/2022,New York City,United States,Standard Class,18
US-2020-104773,Texas,Shipped,12/13/2020,Houston,United States,Standard Class,6
US-2023-130631,Washington,Shipped,1/2/2024,Edmonds,United States,Standard Class,12
US-2023-153227,California,Ordered,12/4/2023,Los Angeles,United States,First Class,1
US-2022-123946,Virginia,Ordered,9/12/2022,Springfield,United States,Standard Class,24
US-2020-107699,Michigan,Ordered,5/19/2020,Midland,United States,Standard Class,6
US-2023-157903,Illinois,Ordered,4/4/2023,Des Plaines,United States,Standard Class,6
US-2021-143532,Florida,Shipped,3/24/2021,North Miami,United States,Standard Class,6
US-2022-113061,Missouri,Shipped,4/26/2022,Jefferson City,United States,Standard Class,6
US-2020-169257,Florida,Shipped,6/12/2020,Jacksonville,United States,Standard Class,12
US-2022-109260,Florida,Shipped,10/1/2022,Tallahassee,United States,Standard Class,6
US-2023-151183,California,Ordered,10/14/2023,San Francisco,United States,Standard Class,6
US-2020-112872,Oregon,Ordered,12/6/2020,Springfield,United States,Second Class,6
US-2020-154963,Pennsylvania,Ordered,6/22/2020,Chester,United States,Standard Class,18
US-2020-130960,Michigan,Ordered,12/30/2020,Taylor,United States,Standard Class,6
US-2022-125794,California,Ordered,9/29/2022,Los Angeles,United States,Standard Class,6
US-2023-108315,Florida,Ordered,4/30/2023,Sanford,United States,Standard Class,12
US-2023-137505,California,Shipped,11/24/2023,Los Angeles,United States,Same Day,0
US-2023-145597,Illinois,Shipped,11/5/2023,Bloomington,United States,First Class,1
US-2023-141733,Michigan,Shipped,5/11/2023,Detroit,United States,Standard Class,24
US-2023-139717,Ohio,Shipped,8/26/2023,Lancaster,United States,Second Class,6
US-2022-136406,California,Shipped,4/17/2022,San Francisco,United States,Second Class,3
US-2022-153157,Kansas,Shipped,9/14/2022,Wichita,United States,First Class,1
US-2023-119816,Texas,Shipped,3/6/2023,Houston,United States,Second Class,9
US-2023-100482,Ohio,Shipped,4/15/2023,Lancaster,United States,Standard Class,12
US-2021-111395,Texas,Ordered,11/23/2021,San Antonio,United States,Standard Class,18
CA-2023-125724,Saskatchewan,Shipped,9/27/2023,Regina,Canada,Standard Class,6
US-2022-149454,Virginia,Ordered,7/25/2022,Arlington,United States,First Class,1
US-2020-135993,Washington,Shipped,6/2/2020,Seattle,United States,Standard Class,12
US-2021-162782,Maryland,Ordered,2/21/2021,Columbia,United States,Standard Class,6
US-2020-125997,New York,Shipped,9/23/2020,New York City,United States,First Class,6
US-2023-163139,New York,Shipped,12/3/2023,New York City,United States,Second Class,9
US-2020-122959,Texas,Shipped,12/12/2020,San Antonio,United States,Same Day,0
US-2022-130288,New York,Ordered,11/26/2022,New York City,United States,Second Class,3
US-2020-109855,New York,Shipped,9/5/2020,New York City,United States,Standard Class,12
US-2020-152905,Texas,Ordered,2/18/2020,Arlington,United States,Standard Class,6
US-2021-133396,North Carolina,Ordered,8/13/2021,Greensboro,United States,First Class,1
US-2021-129854,New York,Shipped,8/26/2021,New York City,United States,Standard Class,6
US-2022-112025,Texas,Ordered,7/30/2022,Houston,United States,Standard Class,6
US-2021-153374,Illinois,Ordered,2/9/2021,Decatur,United States,Second Class,3
US-2023-100237,Utah,Ordered,10/15/2023,Orem,United States,Standard Class,6
US-2021-167269,Pennsylvania,Ordered,6/16/2021,Philadelphia,United States,Standard Class,6
US-2023-102638,New York,Ordered,12/29/2023,New York City,United States,First Class,1
US-2022-149454,Virginia,Shipped,7/26/2022,Arlington,United States,First Class,1
US-2023-145702,Tennessee,Shipped,5/24/2023,Knoxville,United States,Second Class,6
US-2022-100405,California,Ordered,8/26/2022,Los Angeles,United States,Second Class,3
US-2021-166492,New York,Shipped,4/10/2021,New York City,United States,First Class,2
US-2022-138933,California,Ordered,4/24/2022,Riverside,United States,First Class,1
US-2023-105851,Colorado,Shipped,3/20/2023,Denver,United States,Standard Class,6
US-2020-110030,Texas,Shipped,12/8/2020,Houston,United States,Second Class,3
US-2020-103310,California,Ordered,5/10/2020,San Jose,United States,Standard Class,24
CA-2023-154121,Quebec,Shipped,11/18/2023,Montreal,Canada,Standard Class,6
US-2023-150469,California,Shipped,1/30/2023,San Francisco,United States,Standard Class,6
US-2023-100356,Illinois,Ordered,10/21/2023,Chicago,United States,Standard Class,6
US-2021-145324,Virginia,Ordered,11/15/2021,Harrisonburg,United States,Standard Class,6
US-2020-143231,Massachusetts,Shipped,1/3/2021,Franklin,United States,First Class,2
CA-2020-139675,Alberta,Ordered,3/13/2020,Calgary,Canada,Second Class,6
US-2023-105851,Colorado,Ordered,3/13/2023,Denver,United States,Standard Class,6
US-2023-161200,Louisiana,Shipped,8/10/2023,Lafayette,United States,Second Class,6
US-2020-106810,Florida,Shipped,5/20/2020,Saint Petersburg,United States,Standard Class,6
US-2021-132374,Michigan,Shipped,2/24/2021,Sterling Heights,United States,Second Class,3
US-2020-127635,Texas,Ordered,9/14/2020,Corpus Christi,United States,Second Class,12
US-2020-140004,Ohio,Shipped,3/25/2020,Hamilton,United States,Standard Class,12
US-2020-107811,Tennessee,Ordered,4/29/2020,Memphis,United States,Standard Class,12
US-2020-139633,Ohio,Shipped,12/24/2020,Columbus,United States,Standard Class,6
US-2022-117541,Delaware,Ordered,11/14/2022,Newark,United States,Standard Class,12
US-2023-117114,Illinois,Ordered,10/31/2023,Chicago,United States,Standard Class,12
US-2021-126977,New York,Ordered,9/17/2021,New York City,United States,Standard Class,60
US-2022-120460,Texas,Ordered,4/30/2022,Dallas,United States,Standard Class,6
US-2022-132857,Tennessee,Shipped,12/17/2022,Smyrna,United States,Standard Class,6
US-2022-157511,Ohio,Shipped,9/20/2022,Columbus,United States,First Class,3
US-2021-145828,Ohio,Ordered,10/5/2021,Cincinnati,United States,First Class,1
US-2023-144932,Ohio,Shipped,4/17/2023,Toledo,United States,First Class,3
US-2021-152611,New Jersey,Ordered,2/20/2021,Perth Amboy,United States,Second Class,3
US-2021-124058,California,Ordered,11/20/2021,Oakland,United States,Standard Class,12
US-2023-135587,Mississippi,Shipped,12/12/2023,Hattiesburg,United States,Standard Class,12
US-2023-124114,Texas,Ordered,3/2/2023,Waco,United States,Same Day,0
US-2020-107993,Oregon,Shipped,11/30/2020,Springfield,United States,Standard Class,6
US-2023-162572,Ohio,Shipped,9/27/2023,Cincinnati,United States,Second Class,6
US-2022-113516,California,Shipped,9/10/2022,Lancaster,United States,Second Class,6
US-2021-132948,Washington,Shipped,4/3/2021,Seattle,United States,Standard Class,6
US-2021-146465,California,Ordered,11/20/2021,San Francisco,United States,Standard Class,6
US-2020-153983,California,Ordered,11/29/2020,San Francisco,United States,Standard Class,12
US-2020-143917,California,Shipped,7/27/2020,San Francisco,United States,Second Class,9
US-2021-168277,Indiana,Ordered,5/29/2021,Indianapolis,United States,Standard Class,6
US-2023-117394,Pennsylvania,Shipped,9/10/2023,Philadelphia,United States,Standard Class,6
US-2023-104451,California,Shipped,5/12/2023,San Francisco,United States,Second Class,3
US-2022-101693,Texas,Shipped,6/27/2022,Houston,United States,Second Class,6
US-2020-157231,Kentucky,Ordered,4/5/2020,Richmond,United States,Standard Class,6
US-2023-130715,California,Ordered,9/16/2023,San Francisco,United States,Standard Class,6
US-2022-130638,California,Ordered,5/16/2022,Los Angeles,United States,Second Class,6
US-2023-102946,Nevada,Shipped,7/5/2023,Las Vegas,United States,Standard Class,6
US-2020-152030,Texas,Shipped,12/28/2020,Houston,United States,Second Class,3
US-2020-133228,Michigan,Ordered,4/4/2020,Detroit,United States,Standard Class,12
US-2023-107272,Arizona,Ordered,11/5/2023,Phoenix,United States,Standard Class,12
US-2023-137001,California,Ordered,6/10/2023,Thousand Oaks,United States,Second Class,3
US-2023-110576,Pennsylvania,Shipped,12/2/2023,Philadelphia,United States,Standard Class,30
US-2023-151799,Massachusetts,Ordered,12/14/2023,Lawrence,United States,Standard Class,30
US-2023-164707,California,Shipped,2/21/2023,Los Angeles,United States,Second Class,9
US-2021-110569,Arizona,Shipped,5/30/2021,Phoenix,United States,Standard Class,12
US-2023-162929,New York,Ordered,11/19/2023,New York City,United States,First Class,2
US-2022-107104,California,Shipped,11/30/2022,Los Angeles,United States,Standard Class,24
US-2022-106530,Ohio,Shipped,5/8/2022,Cleveland,United States,Same Day,0
US-2020-104829,Utah,Shipped,11/21/2020,Provo,United States,Second Class,3
